2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,Chronic Cough,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,05/02/2026,02/28/2027,,,24,7103,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,No Information,,Pipeline,Potential,05/02/2026,02/02/2027,,,8,7112,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,Influenza,adults greater than and equal to 18 years of age,Pipeline,Potential,07/23/2026,11/13/2026,,,200,7132,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the tmoment |,0,,0,,,,Tomball,none at the tmoment,Migraine,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,02/02/2026,02/02/2027,,,10,6084,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | OAB71527 |,50,,18,,,,Tomball,OAB71527,Shingles,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,03/31/2026,03/31/2027,,,200,5042,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | PAB72224 |,0,,0,,,,Tomball,PAB72224,Glabeller Lines,18 to 65 years of age,Pipeline,Pre-award,05/02/2026,05/29/2026,,,10,6115,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | PAB78438 |,0,,0,,,,Tomball,PAB78438,Type 2 Diabetes,adults greater than and equal to 18 years of age,Pipeline,Pre-award,06/30/2026,06/30/2027,,,10,6050,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | PIR21191 |,25,,15,,,,Tomball,PIR21191,Asthma,6 years and older,Startup,Site Selected,04/30/2026,03/19/2027,,,10,7018,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,1,2,2,3,2,3,2,2,1,2,1,2,0
Tomball | R3500 |,10,,8,,,,Tomball,R3500,Asthma,12 years of age and older,Archive,Not Selected,04/03/2026,04/01/2027,,,11,5951,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
Tomball | RAY1225 |,10,,7,,,,Tomball,RAY1225,Obesity,18 to 49 years of age,Pipeline,Potential,04/03/2026,04/03/2027,,,10,3761,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tomball | RIV-HU6-2203 |,10,,7,,,,Tomball,RIV-HU6-2203,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,On Hold/Postponed,04/01/2026,07/01/2026,,,10,5246,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | 301160 |,8,,6,,,,Tomball,301160,MASH,"18 to 75 Years (Adults, Older Adults)",Enrolling,Greenlight Received,01/26/2026,12/30/2026,,,8,5653,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
Tomball | Steel-101 |,7,,4,,,,Tomball,Steel-101,SAD/MAD,"18 to 75 Years (Adults, Older Adults)",Pipeline,Potential,04/01/2026,04/01/2027,,,10,5625,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | US-EPS-24070 |,12,,7,,,,Tomball,US-EPS-24070,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,Potential,04/01/2026,07/28/2026,,,12,4617,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | V118_24 |,92,,92,,,,Tomball,V118_24,Influenza,> 65 years of age,Maintenance,Maintenance,11/03/2025,11/30/2025,,,250,1193,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | V201_05 |,250,,0,,,,Tomball,V201_05,Influenza,18 to 49 years of age,Pipeline,On Hold/Postponed,03/01/2027,05/31/2027,,,250,2127,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | V201-08 |,110,,70,,,,Tomball,V201-08,Influenza,Adolescent (5 to 12),Pipeline,Potential,04/18/2026,01/15/2027,,,100,4200,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6,0,9,0,3,0,0,0,0,0,0,0,0,0,0
Tomball | VAX31-104 |,80,,64,,,,Tomball,VAX31-104,Pneumococcal,18 to 49 years of age,Pipeline,Potential,04/01/2026,04/01/2027,,,60,2549,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,0,5,0,6,0,5,0,5,0,6,0,5,0,5
Tomball | 306246 |,8,,6,,,,Tomball,306246,MASH,"18 to 75 Years (Adults, Older Adults)",Enrolling,Greenlight Received,02/20/2026,08/28/2027,,,3,5671,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
Tomball | VE303-003 |,10,,8,,,,Tomball,VE303-003,Clostridium Difficile,12 years of age and older,Pipeline,Potential,04/01/2026,06/28/2026,,,10,5936,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | VX24-548-111 |,8,,4,,,,Tomball,VX24-548-111,Diabetic Neuropathy,adults greater than and equal to 18 years of age,Archive,Not Selected,04/22/2026,04/23/2027,,,3,6940,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | K-304 P003 |,20,,16,,,,Bellaire,K-304 P003,Migraine,18 to 70 years of age,Startup,Site Selected,06/01/2026,12/31/2026,,,23,7383,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,3,5,4,5,4,6,5,0,0,0,0,0,0
Tomball Rheumatology | 20230050 |,0,,0,,,,Tomball Rheumatology,20230050,Sjogren's Syndrome,18 to 49 years of age,Maintenance,Maintenance,05/12/2025,02/28/2026,,,7,4724,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | 284859 |,25,,17,,,,Tomball Rheumatology,284859,Polymyalgia Rheumatica,18 to 49 years of age,Pipeline,Potential,04/05/2026,04/05/2027,,,25,4463,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0
Tomball Rheumatology | 293925 |,10,,7,,,,Tomball Rheumatology,293925,Rheumatoid Arthritis,18 to 49 years of age,Pipeline,Potential,04/01/2026,01/30/2027,,,10,4983,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | 294110 |,10,,0,,,,Tomball Rheumatology,294110,Restless Legs Syndrome,18 to 49 years of age,Pipeline,Pre-award,04/01/2026,04/01/2027,,,10,5451,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | 7061759 |,4,,0,,,,Tomball Rheumatology,7061759,Immunoglobulin G4-Related Disease,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,04/01/2026,07/28/2027,,,5,5478,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | CDDY391B12201 |,8,,5,,,,Tomball Rheumatology,CDDY391B12201,Systemic Lupus Erythematosus (SLE),adults greater than and equal to 18 years of age,Pipeline,Potential,08/27/2026,05/02/2026,,,8,7107,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | D6940C00002 |,8,,6,,,,Tomball Rheumatology,D6940C00002,Rheumatoid Arthritis,"18 to 75 Years (Adults, Older Adults)",Pipeline,Potential,04/01/2026,04/01/2027,,,8,5784,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | D7130C00002 |,8,,6,,,,Tomball Rheumatology,D7130C00002,Rheumatoid Arthritis,"18 to 75 Years (Adults, Older Adults)",Pipeline,Potential,04/01/2026,04/01/2027,,,8,5781,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | D740AC00001 |,3,,2,,,,Tomball Rheumatology,D740AC00001,Rheumatoid Arthritis,18 to 65 years of age,Pipeline,FQ Submitted,04/28/2026,07/28/2026,,,3,6946,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | GS-US-667-6882 | Part A (Cohorts 1 and 2),3,,1,,,,Tomball Rheumatology,GS-US-667-6882,Rheumatoid Arthritis,"18 to 75 Years (Adults, Older Adults)",Maintenance,Maintenance,06/30/2025,08/01/2026,,,20,4985,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indianapolis | K-304-P004 |,20,,15,,,,Indianapolis,K-304-P004,Migraine,18 to 70 years of age,Startup,Site Selected,08/31/2026,04/29/2027,,,21-30,7459,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0
Tomball Rheumatology | M23-699 | Study 3,9,,3,,,,Tomball Rheumatology,M23-699,Systemic Lupus Erythematosus (SLE),18 to 49 years of age,Maintenance,Maintenance,07/10/2023,12/30/2025,,,9,1955,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | M25-056 | Substudy 1,10,,10,,,,Tomball Rheumatology,M25-056,Rheumatoid Arthritis,18 to 49 years of age,Enrolling,Enrolling,06/15/2025,,,,20,4846,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | M25-191 |,10,,10,,,,Tomball Rheumatology,M25-191,Psoriatic Arthritis,"18 to 75 Years (Adults, Older Adults)",Maintenance,Maintenance,06/02/2025,07/29/2026,,,12,4851,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | D7960C00015 |,20,,11,,,,Tomball,D7960C00015,Dyslipidemia,adults greater than and equal to 18 years of age,Enrolling,Enrolling,11/30/2025,08/15/2027,,,13,5340,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Tomball Rheumatology | MS504908_0008 |,3,,2,,,,Tomball Rheumatology,MS504908_0008,Systemic Lupus Erythematosus (SLE),adults greater than and equal to 18 years of age,Pipeline,FQ Submitted,06/01/2026,08/30/2028,,,10,6385,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | None at the moment |,7,,0,,,,Tomball Rheumatology,None at the moment,Sjogren's Syndrome,18 to 65 years of age,Pipeline,Pre-award,01/01/2026,01/01/2027,,,10,5688,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | none at the moment |,0,,0,,,,Tomball Rheumatology,none at the moment,Rheumatoid Arthritis,adults greater than and equal to 18 years of age,Pipeline,Potential,04/01/2026,4/1/2027,,,10,6153,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | none at the moment |,0,,0,,,,Tomball Rheumatology,none at the moment,Systemic Lupus Erythematosus (SLE),"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/01/2026,01/01/2027,,,10,6388,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | none at the moment |,0,,0,,,,Tomball Rheumatology,none at the moment,Sjogren's Syndrome,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/01/2026,01/01/2027,,,10,6389,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | none at the moment |,0,,0,,,,Tomball Rheumatology,none at the moment,Others,adults greater than and equal to 18 years of age,Pipeline,Potential,06/16/2026,08/26/2027,,,8,7028,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | none at the moment |,0,,0,,,,Tomball Rheumatology,none at the moment,Sjogren's Syndrome,adults greater than and equal to 18 years of age,Pipeline,Potential,05/02/2026,04/29/2027,,,3,7035,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | QAB77426 |,3,,2,,,,Tomball Rheumatology,QAB77426,Aeruginosa in the lungs,"18 to 75 Years (Adults, Older Adults)",Archive,Not Selected,03/01/2026,03/07/2026,,,3,6673,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sugarland Neurology | K-304-P004 |,20,,20,,,,Sugarland Neurology,K-304-P004,Migraine,18 to 70 years of age,Startup,Site Selected,08/31/2026,04/29/2027,,,21-30,7514,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0
Tomball | FpA-AS-30094 |,10,,10,,,,Tomball,FpA-AS-30094,Asthma,Adolescent (5 to 12),Maintenance,Maintenance,08/12/2024,03/31/2026,,,30,3509,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | FYU-981-CRYS-301 |,8,,6,,,,Tomball,FYU-981-CRYS-301,Gout,"18 to 75 Years (Adults, Older Adults)",Enrolling,Greenlight Received,01/29/2026,10/01/2026,,,8,5445,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | FYU-981-CRYS-302 |,5,,4,,,,Tomball,FYU-981-CRYS-302,Gout,"18 to 75 Years (Adults, Older Adults)",Enrolling,Greenlight Received,01/29/2026,10/01/2026,,,8,5446,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | XmAb13676-06 |,8,,5,,,,Tomball Rheumatology,XmAb13676-06,Rheumatoid Arthritis,adults greater than and equal to 18 years of age,Pipeline,FQ Submitted,04/01/2026,04/01/2027,,,8,6865,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rheumatology Clinic of Houston | DRI19694 | Part A,3,,1,,,,Tomball Rheumatology,DRI19694,Rheumatoid Arthritis,adults greater than and equal to 18 years of age,Pipeline,PSV Completed,07/06/2026,,,,3,7353,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rheumatology Clinic of Houston | DRI19694 | Part B,10,,3,,,,Tomball Rheumatology,DRI19694,Rheumatoid Arthritis,adults greater than and equal to 18 years of age,Pipeline,PSV Completed,07/06/2026,,,,10,7362,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trident (Phoenix) | D7260C00015 |,15,,6,,,,Trident (Phoenix),D7260C00015,Obesity,adults greater than and equal to 18 years of age,Pipeline,PSV Completed,07/06/2026,03/15/2027,,,13,7231,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,1,,1,1,1,
Phoenix | ENERGI-F703-04 |,11,,5,,,,Phoenix,ENERGI-F703-04,Diabetic Foot Ulcer,adults greater than and equal to 18 years of age,Startup,Site Selected,05/06/2026,06/30/2026,,,8,7092,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | J4M-MC-PWMP |,5,,5,,,,Tomball,J4M-MC-PWMP,Obesity,Teenage (12 to 17),Maintenance,Maintenance,12/09/2024,03/06/2026,,,48,3492,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trident (Phoenix) | 223957 |,8,,5,,,,Trident (Phoenix),223957,Asthma,adults greater than and equal to 18 years of age,Archive,Not Selected,06/25/2026,12/11/2026,,,,7284,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trident (Phoenix) | D7265C00001 |,8,,6,,,,Trident (Phoenix),D7265C00001,Chronic Kidney Disease,adults greater than and equal to 18 years of age,Pipeline,FQ Submitted,06/06/2026,03/01/2028,,,8,7136,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trident (Phoenix) | none at the moment |,0,,0,,,,Trident (Phoenix),none at the moment,colorectal cancer (CRC),"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,04/30/2026,04/30/2027,,,8,6745,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | K9531-3104 (PAB77690) |,36,,15,,,,Tomball,K9531-3104 (PAB77690),Obesity,"18 to 75 Years (Adults, Older Adults)",Enrolling,Enrolling,12/12/2025,10/12/2026,,,10,5911,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,10,5,4,0,4,0,4,0,0,0,0,0,0,0,0,0
Tomball | LPS16676 |,14,,5,,,,Tomball,LPS16676,Asthma,12 years of age and older,Maintenance,Maintenance,04/18/2022,10/31/2026,,,7,1135,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | SAN-1138 |,22,,5,,,,Tomball,SAN-1138,Asthma,"18 to 75 Years (Adults, Older Adults)",Enrolling,Enrollment Paused,11/20/2025,08/01/2026,,,12,5714,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | VBD00002 |,80,,64,,,,Tomball,VBD00002,RSV Vaccine,Elderly Adults (50+),Pipeline,On Hold/Postponed,10/02/2027,,,,100,3866,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | 77242113PSA3002 |,7,,9,,,,Tomball Rheumatology,77242113PSA3002,Psoriatic Arthritis,"18 to 75 Years (Adults, Older Adults)",Enrolling,Enrolling,04/29/2025,09/01/2026,,,,4566,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | K-304-P005 | Long-Term Safety,20,,16,,,,Bellaire,K-304-P005,Migraine,18 to 70 years of age,Startup,Site Selected,07/01/2026,12/31/2026,,,23,7387,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,3,4,3,4,3,4,3,4,4,0,0
Indianapolis | K9531-2110 |,20,,8,,,,Indianapolis,K9531-2110,Obesity,,Maintenance,Maintenance,03/30/2026,06/12/2026,,,25,7288,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | GS-US-667-6882 | Part B (Cohort 3),7,,2,,,,Tomball Rheumatology,GS-US-667-6882,Rheumatoid Arthritis,"18 to 75 Years (Adults, Older Adults)",Enrolling,Enrollment Paused,06/30/2025,08/01/2026,,,20,5985,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | I1F-MC-RHDE |,10,,4,,,,Tomball Rheumatology,I1F-MC-RHDE,Psoriatic Arthritis,adults greater than and equal to 18 years of age,Enrolling,Enrolling,03/17/2025,04/01/2026,,,10,5263,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | MK7240-013 |,10,,2,,,,Tomball Rheumatology,MK7240-013,Ankylosing Spondylitis,18 to 49 years of age,Enrolling,Greenlight Received,11/15/2025,02/23/2027,,,10,5164,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | SPY002-072-201 | axSpA Substudy,2,,1,,,,Tomball Rheumatology,SPY002-072-201,Rheumatoid Arthritis,"18 to 75 Years (Adults, Older Adults)",Enrolling,Enrolling,08/18/2025,05/29/2026,,,2,5798,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | SPY002-072-201 | PsA Substudy,3,,2,,,,Tomball Rheumatology,SPY002-072-201,Rheumatoid Arthritis,"18 to 75 Years (Adults, Older Adults)",Enrolling,Enrolling,08/18/2025,05/29/2026,,,3,5799,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | SPY002-072-201 | RA Substudy,3,,3,,,,Tomball Rheumatology,SPY002-072-201,Rheumatoid Arthritis,"18 to 75 Years (Adults, Older Adults)",Maintenance,Maintenance,08/18/2025,05/29/2026,,,3,5791,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | WA45846 |,10,,10,,,,Tomball Rheumatology,WA45846,Rheumatoid Arthritis,adults greater than and equal to 18 years of age,Enrolling,Enrolling,11/08/2025,03/28/2026,,,8,5854,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Miami | LCI699-RECAG-CL-0615 |,2,,1,,,,Miami,LCI699-RECAG-CL-0615,Cushing's Syndrome,18+ years of age,Startup,Site Selected,07/03/2026,11/15/2026,,,1,7543,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
V2000103,30,,15,,,,Phoenix,V2000103,Obesity,"18 to 75 Years (Adults, Older Adults)",Enrolling,Enrolling,03/11/2026,07/24/2026,,,30,7227,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,10,3,10,4,10,4,0,0,0,0,0,0,0,0,0,0
Vedolizumab-4033 |,0,,0,,,,Avicenna - Affiliate,Vedolizumab-4033,Others,"18 to 75 Years (Adults, Older Adults)",Enrolling,Enrolling,01/17/2023,,,,,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detroit | 218132 |,120,,90,,,,Detroit,218132,Influenza,18 to 49 years of age,Pipeline,PSV Completed,10/01/2026,12/15/2026,,,75,2632,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
Detroit | 218130 |,150,,100,,,,Detroit,218130,Influenza,> 65 years of age,Pipeline,PSV Completed,09/01/2026,10/29/2026,,,75,2620,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
vTv Therapeutics/ Medpace | TTP399-302 | Phase 3  Treatment Type 1 diabetes,8,,4,,,,Indianapolis,TTP399-302,Type 1 Diabetes,,Enrolling,Greenlight Received,03/12/2026,05/15/2026,,,,7291,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Vaxcyte/PPD-BC#125724-01/VAX31-103-Pneumo Vaccine ERN 7062,20,,,,,,Sugarland,VAX31-103,Pneumococcal,18 to 49 years of age,Maintenance,Maintenance,12/01/2025,02/27/2026,,,,7242,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seattle | MAB02735 |,80,,64,,,,Seattle,MAB02735,RSV Vaccine,18 to 49 years of age,Pipeline,Potential,08/01/2026,08/31/2026,,,100,4208,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0
Seattle | mRNA-1273_1283-P401 |,150,,100,,,,Seattle,mRNA-1273_1283-P401,COVID-19,50 to 65 years of age,Pipeline,Potential,04/04/2026,02/16/2026,,,150,6770,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avicenna Clinical Research - Pre-Screen - Gastroenterology,0,,0,,,,Avicenna - Affiliate,No Information,GERD,"18 to 75 Years (Adults, Older Adults)",Enrolling,Enrolling,01/17/2023,,,,,1708,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EVOLVE-UC-Takeda,0,,0,,,,Avicenna - Affiliate,none at the moment,Ulcerative Colitis,≥ 21 and < 65 years of age,Enrolling,Enrolling,01/24/2023,,,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorectal Screening Study,0,,0,,,,Avicenna - Affiliate,none at the moment,Others,≥ 21 and < 65 years of age,Enrolling,Enrolling,,,,,,231,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | MDD3011 |,10,,6,,,,Bellaire,MDD3011,Major Depressive Disorder,adults greater than and equal to 18 years of age,Startup,SIV Scheduled,05/12/2026,01/01/2027,,,10,6827,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,1,1,0,1,1,2,1,1,1,1,0
Bellaire | ML-007C-MA-212 |,10,,5,,,,Bellaire,ML-007C-MA-212,Schizophrenia,18-64,Startup,Site Selected,05/04/2026,07/29/2027,,,10,7364,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,1,0,2,1,2,1,2,1,1,1,0,0
