Copy of Revenue Forecast Model 2023-2027 (05/22/2026),,,, Sites name changed ,8:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",0% - 10%,,,,,,,,,,,,,,,,,,Total Actual + Fin goals,Sponsor Vs Fin goals,Total Actual + Ops goals,Sponsor Vs Ops goals,,,,,,,,,,,,,,
Pipeline,2642,7273, Dallas-Fort Worth | 779690 | , Dallas - Fort Worth , Dr. Heather Myers ,779690, Pipeline , Potential , Beijing Inno Medicine , Fortrea , Not Available in Atom , Cardiovascular ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,5%,,8/3/2026,Non-Psych,"20,000",Beijing Inno Medicine 779690 Coronary Atherosclerosis,Fortrea,,In-Active,Pipeline 2026,7273Dallas-Fort Worth | 779690 |,,0,0,0,0,No Priority,0,Q3,Others,Pipeline 2026, Dallas - Fort Worth ,,0% - 10%,Pipeline,Other,Other,Not Priority,0,0,0,  - ,,,0,0,,,,0,,0,0,0,0,,134,91 to 150 Days,N/A,Not Included,,0,0.00,,0,0,0,0,0
Pipeline,2640,7271, Dallas-Fort Worth | 7076875 | , Dallas - Fort Worth , Not available in Atom ,7076875, Pipeline ,Potential, No Information , Syneos Health , Not Available in Atom , Cardiovascular ,Non-Vaccine,,0,0,0,0,0,0,413,492,476,492,476,492,"2,841.27",Pipeline,0,5%,,7/1/2026,Non-Psych,"20,000", Syneos Health 7076875 Phase 2/3 Cardiogenic Shock and Elevated Circulating Dipeptidyl Peptidase 3 (cDPP3) ,Syneos Health,No Information,Active,Pipeline 2026,7271Dallas-Fort Worth | 7076875 |,,8,8,"160,000","8,000",No Priority,"8,000",Q3,Syneos Health,Pipeline 2026, Dallas - Fort Worth , Cardiovascular ,0% - 10%,Pipeline,Other,Syneos Health,Not Priority,0,0,"1,381","  1,460 ",,  8 ,0,0,0,,,0,,0,0,0,0,,135,91 to 150 Days,N/A,Not Included,,397,"2,444.44",,0,0,0,0,0
Pipeline,2639,7270, Boston | QAB45622 | , Brookline , Not available in Atom ,QAB45622, Pipeline , Potential , No Information , IQVIA , Herpes Zoster , Vaccine-Other ,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,5%,,12/5/2026,Non-Psych,"8,500", Stanford University Herpes Zoster vaccine to prevent Dementia Phase 3 ,IQVIA,No Information,In-Active,Pipeline 2026,7270Boston | QAB45622 |,,0,0,0,0,No Priority,0,Q4,IQVIA,Pipeline 2026, Brookline ,Vaccine-Other,0% - 10%,Pipeline,Other,IQVIA,Not Priority,0,0,0,  - ,,,0,0,,,,0,,0,0,0,0,,144,91 to 150 Days,N/A,Not Included,,0,0.00,,0,0,0,0,0
Pipeline,2645,7282, Seattle | 223957 | , Seattle , Dr. Emily Zaragoza ,223957, Cancelled , Cancelled , GSK , Unknown , Asthma , Respiratory ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Cancelled,0,0%,,6/25/2026,Non-Psych,"20,000", GSK | 223957 | Asthma ,No CRO,GSK,In-Active,Cancelled,7282Seattle | 223957 |,,0,0,0,0,No Priority,0,Q2,No CRO,Cancelled, Seattle ,Respiratory,0% - 10%,Not Include,GSK,Other,Not Priority,0,0,0,  - ,,  5 ,0,0,  10 ,,,0,,0,  10 ,0,  10 ,,129,91 to 150 Days,N/A,Not Included,,0,0.00,,0,0,0,0,0
Pipeline,2645,7281, Phoenix | 223957 | , Phoenix ,Dr. Danielle Armas,223957, Cancelled , Cancelled , GSK , Unknown , Asthma , Respiratory ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Cancelled,0,0%,,6/25/2026,Non-Psych,"20,000", GSK | 223957 | Asthma ,No CRO,GSK,In-Active,Cancelled,7281Phoenix | 223957 |,,0,0,0,0,No Priority,0,Q2,No CRO,Cancelled, Phoenix ,Respiratory,0% - 10%,Not Include,GSK,Other,Not Priority,0,0,0,  - ,,  5 ,0,0,  10 ,,,0,,0,  10 ,0,  10 ,,129,91 to 150 Days,N/A,Not Included,,0,0.00,,0,0,0,0,0
Pipeline,2645,7284, Trident (Phoenix) | 223957 | , Trident (Phoenix) , Arvind Mahadevan ,223957, Cancelled , Cancelled , GSK , Unknown , Asthma , Respiratory ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Cancelled,0,0%,,6/25/2026,Non-Psych,"20,000", GSK | 223957 | Asthma ,No CRO,GSK,In-Active,Cancelled,7284Trident (Phoenix) | 223957 |,,0,0,0,0,No Priority,0,Q2,No CRO,Cancelled, Trident (Phoenix) ,Respiratory,0% - 10%,Not Include,GSK,Other,Not Priority,0,0,0,  - ,,  5 ,0,0,  10 ,,,0,,0,  10 ,0,  10 ,,129,91 to 150 Days,N/A,Not Included,,0,0.00,,0,0,0,0,0
Pipeline,2621,7212, Trident (Phoenix) | D8790C00001 | , Trident (Phoenix) , Arvind Mahadevan ,D8790C00001, Pipeline , FQ Submitted , AstraZeneca , IQVIA , Chronic Kidney Disease , Nephrology/Urology ,Non-Vaccine,,0,0,0,0,0,0,602,718,695,718,695,718,"4,146.72",Pipeline,"23,351",30%,,6/30/2026,Non-Psych,"20,000",AstraZeneca/IQVIA-D8790C00001-Phase 3-BalanceD-CKD,IQVIA,AstraZeneca,Active,Pipeline 2026,7212Trident (Phoenix) | D8790C00001 |,,6,6,"120,000","36,000",2621,"35,954",Q2,IQVIA,Pipeline 2026, Trident (Phoenix) ,General Medicine,11% - 30%,Pipeline,AstraZeneca,IQVIA,2621,0,0,"2,015","  2,131 ",,  6 ,0,0,0,,,0,,0,0,0,0,,171,151 to 300 Days,N/A,Not Included,,"4,147",0.00,,0,0,0,0,0
Pipeline,2619,7205, Trident (Phoenix) | none at the moment | , Trident (Phoenix) , Arvind Mahadevan ,none at the moment, Pipeline ,Pre-award, No Information , Parexel , Recurrent Pericarditis , Cardiovascular ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,4/30/2026,Non-Psych,"20,000", Parexel-309293-Phase 2 Recurrent Pericarditis ,Parexel,No Information,In-Active,Pipeline 2026,7205Trident (Phoenix) | none at the moment |,,8,0,"160,000",0,No Priority,0,Q2,Parexel,Pipeline 2026, Trident (Phoenix) ,,0% - 10%,Pipeline,Other,Parexel,Not Priority,0,0,0,  - ,,,0,0,  - ,,,0,,0,  - ,0,  - ,,171,151 to 300 Days,N/A,Not Included,,0,0.00,,0,0,0,0,0
Pipeline,2616,7185, Trident (Phoenix) | VBV19172 | , Trident (Phoenix) , Arvind Mahadevan ,VBV19172,Cancelled,Cancelled, Sanofi , Sponsor Initiated , COVID-19 , Vaccine-COVID ,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,9/28/2026,Non-Psych,"8,500", Sanofi-VBV19172-Phase 3 SARS-CoV-2 ,Sponsor Initiated,Sanofi,In-Active,Cancelled,7185Trident (Phoenix) | VBV19172 |,,0,0,0,0,2616,0,Q3,Others,Cancelled, Trident (Phoenix) ,Vaccine-COVID,0% - 10%,Not Include,Sanofi,Other,Not Priority,0,0,0,  - ,,8,0,0,0,,,0,,0,0,0,0,,171,151 to 300 Days,N/A,Not Included,,"1,073","-1,073.09",,0,0,0,0,0
Pipeline,2614,7164, Trident (Phoenix) | none at the moment | , Trident (Phoenix) , Arvind Mahadevan ,none at the moment, Pipeline ,Pre-award, No Information , Worldwide Clinical Trials , Obesity , General Medicine ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,4/30/2026,Non-Psych,"20,000"," Worldwide Clinical-80091883-Phase, Obesity ",Worldwide Clinical Trials,No Information,In-Active,Pipeline 2026,7164Trident (Phoenix) | none at the moment |,,8,0,"160,000",0,No Priority,0,Q2,Others,Pipeline 2026, Trident (Phoenix) ,Obesity,0% - 10%,Pipeline,Other,Worldwide Clinical Trials,Not Priority,0,0,0,  - ,,,0,0,0,,,0,,0,0,0,0,,171,151 to 300 Days,N/A,Not Included,,0,0.00,,0,0,0,0,0
Pipeline,2613,7163, Trident (Phoenix) | none at the moment | , Trident (Phoenix) , Arvind Mahadevan ,none at the moment, Pipeline ,Pre-award, No Information , Medpace , Osteoarthritis , Rheumatoid and Autoimmune ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,6/1/2026,Non-Psych,"20,000", Medpace-Protocol/CRO Code/ERN-Phase 2 OA of the Knee Study ,Medpace,No Information,In-Active,Pipeline 2026,7163Trident (Phoenix) | none at the moment |,,8,0,"160,000",0,No Priority,0,Q2,Others,Pipeline 2026, Trident (Phoenix) ,Rheumatology,0% - 10%,Pipeline,Other,Other,Not Priority,0,0,0,  - ,,,0,0,  - ,,,0,,0,  - ,0,  - ,,172,151 to 300 Days,N/A,Not Included,,0,0.00,,0,0,0,0,0
Pipeline,2518,6745, Trident (Phoenix) | none at the moment | , Trident (Phoenix) , Arvind Mahadevan ,none at the moment, Pipeline ,Pre-award, No Information , Iprocess (Iprocess) , colorectal cancer (CRC) , Oncology ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,4/30/2026,Non-Psych,"20,000", Colerectal cancer blood draw ,Iprocess (Iprocess),No Information,In-Active,Pipeline 2026,6745Trident (Phoenix) | none at the moment |,,8,0,"160,000",0,No Priority,0,Q2,Others,Pipeline 2026, Trident (Phoenix) ,General Medicine,0% - 10%,Pipeline,Other,Other,Not Priority,0,0,0,  - ,,  - ,0,0,  - ,,,0,,0,  - ,0,  - ,,254,151 to 300 Days,N/A,Not Included,,0,0.00,,0,0,0,0,0
Pipeline,2656,7350, Dominion (San Antonio) | M26-266 | , Dominion , Dr. Rashid Atique ,M26-266, Pipeline , Potential , Abbvie , Unknown , Crohn's Disease , Gastroenterology ,Non-Vaccine,,0,0,0,0,0,0,185,479,463,479,463,479,"2,548.31",Pipeline,0,5%,,7/17/2026,Non-Psych,"20,000", Abbvie | M26-266 | Phase 2b Ulcerative Colitis / Crohn’ ,No CRO,Abbvie,Active,Pipeline 2026,7350Dominion (San Antonio) | M26-266 |,,8,8,"160,000","8,000",No Priority,"8,000",Q3,No CRO,Pipeline 2026, Dominion ,Gastroenterology,0% - 10%,Pipeline,Other,Other,Not Priority,0,0,"1,127","  1,421 ",,  8 ,0,0,,,,0,,0,  - ,0,  - ,,113,91 to 150 Days,N/A,Not Included,,"2,548",0.05,,0,0,0,0,0
Pipeline,2656,7349, Tomball | M26-266 | , Tomball 13406 , Dr. Muhammad Irfan ,M26-266, Pipeline , Potential , Abbvie , Unknown , Crohn's Disease , Gastroenterology ,Non-Vaccine,,0,0,0,0,0,0,190,492,476,492,476,492,"2,619.05",Pipeline,0,5%,,7/17/2026,Non-Psych,"20,000", Abbvie | M26-266 | Phase 2b Ulcerative Colitis / Crohn’ ,No CRO,Abbvie,Active,Pipeline 2026,7349Tomball | M26-266 |,,8,8,"160,000","8,000",No Priority,"8,000",Q3,No CRO,Pipeline 2026, Tomball 13406 ,Gastroenterology,0% - 10%,Pipeline,Other,Other,Not Priority,0,0,"1,159","  1,460 ",,  8 ,0,0,,,,0,,0,  - ,0,  - ,,113,91 to 150 Days,N/A,Not Included,,"2,548",70.79,,0,0,0,0,0
Pipeline,2655,7348, Sugarland | GSBR-1290-12 | , Sugarland , Dr. Kecia Leigh ,GSBR-1290-12, Pipeline , FQ Submitted , Structure Therapeutics , Parexel ,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"2,687","2,780","2,873","2,780","2,873","13,992.28",Pipeline,0,30%,,7/30/2026,Non-Psych,"20,000","Structure Therapeutics / Parexel | GSBR-1290-12 | Phase 3, Obesity",Parexel,Structure Therapeutics,Active,Pipeline 2026,7348Sugarland | GSBR-1290-12 |,,8,8,"160,000","48,000",No Priority,"47,815",Q3,Parexel,Pipeline 2026, Sugarland ,Obesity,11% - 30%,Pipeline,Other,Parexel,Not Priority,0,0,"5,467","  8,525 ",,8,0,0,,,,0,,0,0,0,0,,113,91 to 150 Days,N/A,Not Included,,"13,992",0.00,,0,0,0,0,0
Pipeline,2655,7347, FSS | GSBR-1290-12 | , FSS , Jeremy McConnell ,GSBR-1290-12, Pipeline , FQ Submitted , Structure Therapeutics , Parexel ,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"2,687","2,780","2,873","2,780","2,873","13,992.28",Pipeline,0,30%,,7/30/2026,Non-Psych,"20,000","Structure Therapeutics / Parexel | GSBR-1290-12 | Phase 3, Obesity",Parexel,Structure Therapeutics,Active,Pipeline 2026,7347FSS | GSBR-1290-12 |,,8,8,"160,000","48,000",No Priority,"47,815",Q3,Parexel,Pipeline 2026, FSS ,Obesity,11% - 30%,Pipeline,Other,Parexel,Not Priority,0,0,"5,467","  8,525 ",,  8 ,0,0,,0,0,0,,0,  - ,0,  - ,,113,91 to 150 Days,N/A,Not Included,,"13,992",0.00,,0,0,0,0,0
Pipeline,2654,7346, Tomball | DQB105CT | , Tomball 13406 , Dr. Muhammad Irfan ,DQB105CT, Pipeline ,CDA Received, Chugai , Unknown , Celiac Disease , Gastroenterology ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,278,5%,,1/4/2027,Non-Psych,"20,000",Chugai Pharm | DQB105CT | Phase II Celiac Disease,No CRO,Chugai,In-Active,Pipeline,7346Tomball | DQB105CT |,,1,1,"20,000","1,000",No Priority,996,Q1,No CRO,Pipeline, Tomball 13406 ,Gastroenterology,0% - 10%,Pipeline,Other,Other,Not Priority,0,0,0,  - ,,  1 ,0,0,,,,0,,0,  - ,0,  - ,,113,91 to 150 Days,N/A,Not Included,,0,0.00,,0,0,0,0,0
Pipeline,2653,7345, Miami | none at the moment | , Miami , Not available in Atom ,none at the moment,Cancelled,Cancelled, Abbott , Unknown , Hypoglycemia , Endocrine & Metabolism ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,5/2/2026,Non-Psych,"20,000",Abbott | Protocol | CRO Code| Phase Sulfonylurea Hypoglycemia,No CRO,,In-Active,Cancelled,7345Miami | none at the moment |,,0,0,0,0,No Priority,0,Q2,No CRO,Cancelled, Miami ,,0% - 10%,Not Include,Other,Other,Not Priority,0,0,0,  - ,,,0,0,,,,0,,0,0,0,0,,113,91 to 150 Days,N/A,Not Included,,0,0.00,,0,0,0,0,0
Pipeline,2653,7343, AOM (Brooklyn) | none at the moment | , AOM , Not available in Atom ,none at the moment,Cancelled,Cancelled, Abbott , Unknown , Hypoglycemia , Endocrine & Metabolism ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,5/2/2026,Non-Psych,"20,000",Abbott | Protocol | CRO Code| Phase Sulfonylurea Hypoglycemia,No CRO,,In-Active,Cancelled,7343AOM (Brooklyn) | none at the moment |,,0,0,0,0,No Priority,0,Q2,No CRO,Cancelled, AOM ,,0% - 10%,Not Include,Other,Other,Not Priority,0,0,0,  - ,,,0,0,,,,0,,0,  - ,0,  - ,,113,91 to 150 Days,N/A,Not Included,,0,0.00,,0,0,0,0,0
Pipeline,2653,7342, Dominion (San Antonio) | none at the moment | , Dominion , Not available in Atom ,none at the moment,Cancelled,Cancelled, Abbott , Unknown , Hypoglycemia , Endocrine & Metabolism ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,5/2/2026,Non-Psych,"20,000",Abbott | Protocol | CRO Code| Phase Sulfonylurea Hypoglycemia,No CRO,,In-Active,Cancelled,7342Dominion (San Antonio) | none at the moment |,,0,0,0,0,No Priority,0,Q2,No CRO,Cancelled, Dominion ,,0% - 10%,Not Include,Other,Other,Not Priority,0,0,0,  - ,,,0,0,,,,0,,0,0,0,0,,113,91 to 150 Days,N/A,Not Included,,0,0.00,,0,0,0,0,0
Pipeline,2652,7341, Dallas-Fort Worth | K7535-2101 | , Dallas - Fort Worth ,Dr. Heather Myers,K7535-2101,Cancelled,Cancelled, Kailera Therapeutics , IQVIA , Not Available in Atom , Endocrine & Metabolism ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,1/1/2025,Non-Psych,"20,000", Kailera/IQVA | K7535-2101 |  Phase 3 Obesity Program ,IQVIA,Kailera Therapeutics,In-Active,Cancelled,7341Dallas-Fort Worth | K7535-2101 |,,0,0,0,0,No Priority,0,Q1,IQVIA,Cancelled, Dallas - Fort Worth ,,0% - 10%,Not Include,Other,IQVIA,Not Priority,0,0,0,  - ,,0,0,0,0,0,0,0,,0,0,0,0,,0,0 to 60 Days,N/A,Not Included,,"2,641","-2,640.93",,0,0,0,0,0
Pipeline,2652,7340, Bellaire | K7535-2101 | , Bellaire ,Dr. Teresa Becker,K7535-2101,Cancelled,Cancelled, Kailera Therapeutics , IQVIA , Not Available in Atom , Endocrine & Metabolism ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,1/1/2025,Non-Psych,"20,000", Kailera/IQVA | K7535-2101 |  Phase 3 Obesity Program ,IQVIA,Kailera Therapeutics,In-Active,Cancelled,7340Bellaire | K7535-2101 |,,0,0,0,0,No Priority,0,Q1,IQVIA,Cancelled,Bellaire Non-Psych,,0% - 10%,Not Include,Other,IQVIA,Not Priority,0,0,0,  - ,,0,0,0,0,0,0,0,,0,0,0,0,,0,0 to 60 Days,N/A,Not Included,,"2,641","-2,640.93",,0,0,0,0,0
Pipeline,2652,7339, Albuquerque | K7535-2101 | , Albuquerque ,Dr. Sally Fisher,K7535-2101,Cancelled,Cancelled, Kailera Therapeutics , IQVIA , Not Available in Atom , Endocrine & Metabolism ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,1/1/2025,Non-Psych,"20,000", Kailera/IQVA | K7535-2101 |  Phase 3 Obesity Program ,IQVIA,Kailera Therapeutics,In-Active,Cancelled,7339Albuquerque | K7535-2101 |,,0,0,0,0,No Priority,0,Q1,IQVIA,Cancelled, Albuquerque ,,0% - 10%,Not Include,Other,IQVIA,Not Priority,0,0,0,  - ,,0,0,0,0,0,0,0,,0,0,0,0,,0,0 to 60 Days,N/A,Not Included,,"2,641","-2,640.93",,0,0,0,0,0
Pipeline,2652,7338, Detroit | K7535-2101 | , Southfield , Dr. Rebecca Rivard ,K7535-2101,Cancelled,Cancelled, Kailera Therapeutics , IQVIA , Not Available in Atom , Endocrine & Metabolism ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,1/1/2025,Non-Psych,"20,000", Kailera/IQVA | K7535-2101 |  Phase 3 Obesity Program ,IQVIA,Kailera Therapeutics,In-Active,Cancelled,7338Detroit | K7535-2101 |,,0,0,0,0,No Priority,0,Q1,IQVIA,Cancelled, Southfield ,,0% - 10%,Not Include,Other,IQVIA,Not Priority,0,0,0,  - ,,0,0,0,0,0,0,0,,0,0,0,0,,0,0 to 60 Days,N/A,Not Included,,"2,641","-2,640.93",,0,0,0,0,0
Pipeline,2652,7337, Sugarland | K7535-2101 | , Sugarland , Dr. Kecia Leigh ,K7535-2101,Cancelled,Cancelled, Kailera Therapeutics , IQVIA , Not Available in Atom , Endocrine & Metabolism ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,1/1/2025,Non-Psych,"20,000", Kailera/IQVA | K7535-2101 |  Phase 3 Obesity Program ,IQVIA,Kailera Therapeutics,In-Active,Cancelled,7337Sugarland | K7535-2101 |,,0,0,0,0,No Priority,0,Q1,IQVIA,Cancelled, Sugarland ,,0% - 10%,Not Include,Other,IQVIA,Not Priority,0,0,0,  - ,,0,0,0,0,0,0,0,,0,0,0,0,,0,0 to 60 Days,N/A,Not Included,,"2,641","-2,640.93",,0,0,0,0,0
Pipeline,2652,7336, Chicago | K7535-2101 | , River Forest , Dr. Mary Brown ,K7535-2101,Cancelled,Cancelled, Kailera Therapeutics , IQVIA , Not Available in Atom , Endocrine & Metabolism ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,1/1/2025,Non-Psych,"20,000", Kailera/IQVA | K7535-2101 |  Phase 3 Obesity Program ,IQVIA,Kailera Therapeutics,In-Active,Cancelled,7336Chicago | K7535-2101 |,,0,0,0,0,No Priority,0,Q1,IQVIA,Cancelled, River Forest ,,0% - 10%,Not Include,Other,IQVIA,Not Priority,0,0,0,  - ,,0,0,0,0,0,0,0,,0,0,0,0,,0,0 to 60 Days,N/A,Not Included,,"2,641","-2,640.93",,0,0,0,0,0
Pipeline,2652,7335, Cyfair | K7535-2101 | , CyFair , Dr. Muhammad Irfan ,K7535-2101,Cancelled,Cancelled, Kailera Therapeutics , IQVIA , Not Available in Atom , Endocrine & Metabolism ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,1/1/2025,Non-Psych,"20,000", Kailera/IQVA | K7535-2101 |  Phase 3 Obesity Program ,IQVIA,Kailera Therapeutics,In-Active,Cancelled,7335Cyfair | K7535-2101 |,,0,0,0,0,No Priority,0,Q1,IQVIA,Cancelled, CyFair ,,0% - 10%,Not Include,Other,IQVIA,Not Priority,0,0,0,  - ,,0,0,0,0,0,0,0,,0,0,0,0,,0,0 to 60 Days,N/A,Not Included,,"2,641","-2,640.93",,0,0,0,0,0
Pipeline,2652,7334, NOVA (Dallas) | K7535-2101 | , NOVA , Dr. Mustafa Alibhai ,K7535-2101,Cancelled,Cancelled, Kailera Therapeutics , IQVIA , Not Available in Atom , Endocrine & Metabolism ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,1/1/2025,Non-Psych,"20,000", Kailera/IQVA | K7535-2101 |  Phase 3 Obesity Program ,IQVIA,Kailera Therapeutics,In-Active,Cancelled,7334NOVA (Dallas) | K7535-2101 |,,0,0,0,0,No Priority,0,Q1,IQVIA,Cancelled, NOVA ,,0% - 10%,Not Include,Other,IQVIA,Not Priority,0,0,0,  - ,,0,0,0,0,0,0,0,,0,0,0,0,,0,0 to 60 Days,N/A,Not Included,,"2,641","-2,640.93",,0,0,0,0,0
Pipeline,2652,7333, Miami | K7535-2101 | , Miami , Noreen Hamed Shaaban ,K7535-2101,Cancelled,Cancelled, Kailera Therapeutics , IQVIA , Not Available in Atom , Endocrine & Metabolism ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,1/1/2025,Non-Psych,"20,000", Kailera/IQVA | K7535-2101 |  Phase 3 Obesity Program ,IQVIA,Kailera Therapeutics,In-Active,Cancelled,7333Miami | K7535-2101 |,,0,0,0,0,No Priority,0,Q1,IQVIA,Cancelled, Miami ,,0% - 10%,Not Include,Other,IQVIA,Not Priority,0,0,0,  - ,,0,0,0,0,0,0,0,,0,0,0,0,,0,0 to 60 Days,N/A,Not Included,,"2,641","-2,640.93",,0,0,0,0,0
Pipeline,2652,7332, Phoenix | K7535-2101 | , Phoenix , Arvind Mahadevan ,K7535-2101,Cancelled,Cancelled, Kailera Therapeutics , IQVIA , Not Available in Atom , Endocrine & Metabolism ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,1/1/2025,Non-Psych,"20,000", Kailera/IQVA | K7535-2101 |  Phase 3 Obesity Program ,IQVIA,Kailera Therapeutics,In-Active,Cancelled,7332Phoenix | K7535-2101 |,,0,0,0,0,No Priority,0,Q1,IQVIA,Cancelled, Phoenix ,,0% - 10%,Not Include,Other,IQVIA,Not Priority,0,0,0,  - ,,0,0,0,0,0,0,0,,0,0,0,0,,0,0 to 60 Days,N/A,Not Included,,"2,641","-2,640.93",,0,0,0,0,0
Pipeline,2652,7331, FSS | K7535-2101 | , FSS , Jeremy McConnell ,K7535-2101,Cancelled,Cancelled, Kailera Therapeutics , IQVIA , Not Available in Atom , Endocrine & Metabolism ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,1/1/2025,Non-Psych,"20,000", Kailera/IQVA | K7535-2101 |  Phase 3 Obesity Program ,IQVIA,Kailera Therapeutics,In-Active,Cancelled,7331FSS | K7535-2101 |,,0,0,0,0,No Priority,0,Q1,IQVIA,Cancelled, FSS ,,0% - 10%,Not Include,Other,IQVIA,Not Priority,0,0,0,  - ,,0,0,0,0,0,0,0,,0,0,0,0,,0,0 to 60 Days,N/A,Not Included,,"2,641","-2,640.93",,0,0,0,0,0
Pipeline,2652,7330, Indianapolis | K7535-2101 | , Indianapolis , Brandon Essink ,K7535-2101,Cancelled,Cancelled, Kailera Therapeutics , IQVIA , Not Available in Atom , Endocrine & Metabolism ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,1/1/2025,Non-Psych,"20,000", Kailera/IQVA | K7535-2101 |  Phase 3 Obesity Program ,IQVIA,Kailera Therapeutics,In-Active,Cancelled,7330Indianapolis | K7535-2101 |,,0,0,0,0,No Priority,0,Q1,IQVIA,Cancelled, Indianapolis ,,0% - 10%,Not Include,Other,IQVIA,Not Priority,0,0,0,  - ,,0,0,0,0,0,0,0,,0,0,0,0,,0,0 to 60 Days,N/A,Not Included,,"2,641","-2,640.93",,0,0,0,0,0
Pipeline,2652,7329, Tomball | K7535-2101 | , Tomball 13406 , Dr. Vicki Miller ,K7535-2101,Cancelled,Cancelled, Kailera Therapeutics , IQVIA , Not Available in Atom , Endocrine & Metabolism ,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,11/6/2026,Non-Psych,"20,000", Kailera/IQVA | K7535-2101 |  Phase 3 Obesity Program ,IQVIA,Kailera Therapeutics,In-Active,Cancelled,7329Tomball | K7535-2101 |,,6,6,"120,000",0,No Priority,0,Q4,IQVIA,Cancelled, Tomball 13406 ,,0% - 10%,Not Include,Other,IQVIA,Not Priority,0,0,0,  - ,,  6 ,0,0,,,,0,,0,  - ,0,  - ,,115,91 to 150 Days,N/A,Not Included,,"16,286","-16,285.71",,0,0,0,0,0
Pipeline,2651,7327, AOM (Brooklyn) | J2A-MC-GZVA | , AOM , Dr. Ramsey Joudeh ,J2A-MC-GZVA, Pipeline , FQ Submitted , Eli Lilly , Unknown , Not Available in Atom , Endocrine & Metabolism ,Non-Vaccine,,0,0,0,0,0,"5,357","5,536","5,536","5,357","5,536","5,357","5,536","38,214.29",Pipeline,0,30%,,5/20/2026,Non-Psych,"20,000", Eli Lilly | J2A-MC-GZVA | Phase 3 Obesity ,No CRO,Eli Lilly,Active,Pipeline 2026,7327AOM (Brooklyn) | J2A-MC-GZVA |,,15,15,"300,000","90,000",2651,"90,000",Q2,No CRO,Pipeline 2026, AOM , Endocrine & Metabolism ,11% - 30%,Pipeline,Other,Other,2651,0,"5,357","16,429","  16,429 ",,15,0,0,,,,0,,0,0,0,0,,115,91 to 150 Days,N/A,Not Included,,"38,398",-183.39,,0,0,0,0,0
